ticket_id,customer_id,company_name,segment,category,issue_type,severity,created_date,resolved_date,resolution_hours,description,resolution_notes,csat_score
TICKET-00488,CUST-0081,StreamPro Solutions,Commercial,Training,Documentation request,Medium,2026-04-14,2026-04-17,83,StreamPro Solutions (Commercial) reported: Documentation request. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 4/5.,4
TICKET-00489,CUST-0081,StreamPro Solutions,Commercial,Technical,Integration issue,Medium,2026-06-11,2026-06-13,71,StreamPro Solutions (Commercial) reported: Integration issue. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 4/5.,4
TICKET-00490,CUST-0081,StreamPro Solutions,Commercial,Billing,Payment issue,Medium,2026-03-19,2026-03-22,86,StreamPro Solutions (Commercial) reported: Payment issue. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-00491,CUST-0082,TechFlow Systems,SMB,Billing,Invoice question,Medium,2025-03-13,2025-03-14,27,TechFlow Systems (SMB) reported: Invoice question. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-00492,CUST-0082,TechFlow Systems,SMB,Training,Documentation request,High,2025-09-22,2025-09-22,20,TechFlow Systems (SMB) reported: Documentation request. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00493,CUST-0082,TechFlow Systems,SMB,Feature,Missing functionality,Critical,2025-12-28,2025-12-28,1,TechFlow Systems (SMB) reported: Missing functionality. Severity: Critical. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-00494,CUST-0082,TechFlow Systems,SMB,Feature,Missing functionality,High,2025-05-19,2025-05-21,48,TechFlow Systems (SMB) reported: Missing functionality. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 1/5.,1
TICKET-00495,CUST-0082,TechFlow Systems,SMB,Technical,Authentication failure,Medium,2024-12-19,2024-12-21,69,TechFlow Systems (SMB) reported: Authentication failure. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 4/5.,4
TICKET-00496,CUST-0082,TechFlow Systems,SMB,Feature,Feature request,Critical,2025-01-11,2025-01-11,9,TechFlow Systems (SMB) reported: Feature request. Severity: Critical. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-00497,CUST-0082,TechFlow Systems,SMB,Billing,Pricing clarification,High,2025-12-21,2025-12-22,31,TechFlow Systems (SMB) reported: Pricing clarification. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 1/5.,1
TICKET-00498,CUST-0082,TechFlow Systems,SMB,Billing,Invoice question,Medium,2025-04-15,2025-04-18,88,TechFlow Systems (SMB) reported: Invoice question. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-00499,CUST-0082,TechFlow Systems,SMB,Training,How-to question,Medium,2025-11-20,2025-11-20,16,TechFlow Systems (SMB) reported: How-to question. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 1/5.,1
TICKET-00500,CUST-0082,TechFlow Systems,SMB,Technical,Data sync problem,Medium,2024-12-26,2024-12-27,33,TechFlow Systems (SMB) reported: Data sync problem. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00501,CUST-0082,TechFlow Systems,SMB,Billing,Invoice question,Low,2025-03-18,2025-03-22,118,TechFlow Systems (SMB) reported: Invoice question. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00502,CUST-0082,TechFlow Systems,SMB,Feature,Workflow improvement,High,2025-10-30,2025-10-31,38,TechFlow Systems (SMB) reported: Workflow improvement. Severity: High. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 1/5.,1
TICKET-00503,CUST-0082,TechFlow Systems,SMB,Billing,Invoice question,Medium,2025-10-06,2025-10-09,87,TechFlow Systems (SMB) reported: Invoice question. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 1/5.,1
TICKET-00504,CUST-0082,TechFlow Systems,SMB,Training,Setup help,High,2025-07-24,2025-07-25,25,TechFlow Systems (SMB) reported: Setup help. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 1/5.,1
TICKET-00505,CUST-0082,TechFlow Systems,SMB,Feature,Feature request,Medium,2025-01-30,2025-01-30,21,TechFlow Systems (SMB) reported: Feature request. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-00506,CUST-0083,DisasterRecovery Labs,Enterprise,Feature,Missing functionality,Low,2023-03-12,2023-03-14,52,DisasterRecovery Labs (Enterprise) reported: Missing functionality. Severity: Low.,Resolved by providing workaround. Customer satisfaction: 4/5.,4
TICKET-00507,CUST-0083,DisasterRecovery Labs,Enterprise,Billing,Plan change request,Medium,2025-12-03,2025-12-06,84,DisasterRecovery Labs (Enterprise) reported: Plan change request. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 1/5.,1
TICKET-00508,CUST-0083,DisasterRecovery Labs,Enterprise,Training,Documentation request,High,2025-11-16,2025-11-16,14,DisasterRecovery Labs (Enterprise) reported: Documentation request. Severity: High. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 1/5.,1
TICKET-00509,CUST-0083,DisasterRecovery Labs,Enterprise,Training,How-to question,High,2025-12-11,2025-12-12,26,DisasterRecovery Labs (Enterprise) reported: How-to question. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-00510,CUST-0083,DisasterRecovery Labs,Enterprise,Training,Best practices,Low,2025-08-06,2025-08-10,115,DisasterRecovery Labs (Enterprise) reported: Best practices. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 1/5.,1
TICKET-00511,CUST-0083,DisasterRecovery Labs,Enterprise,Billing,Pricing clarification,Critical,2022-11-19,2022-11-19,11,DisasterRecovery Labs (Enterprise) reported: Pricing clarification. Severity: Critical. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
TICKET-00512,CUST-0083,DisasterRecovery Labs,Enterprise,Billing,Payment issue,Low,2024-01-25,2024-01-31,156,DisasterRecovery Labs (Enterprise) reported: Payment issue. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-00513,CUST-0083,DisasterRecovery Labs,Enterprise,Feature,Missing functionality,Medium,2023-04-19,2023-04-19,22,DisasterRecovery Labs (Enterprise) reported: Missing functionality. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00514,CUST-0083,DisasterRecovery Labs,Enterprise,Billing,Plan change request,Low,2023-07-20,2023-07-24,98,DisasterRecovery Labs (Enterprise) reported: Plan change request. Severity: Low.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00515,CUST-0083,DisasterRecovery Labs,Enterprise,Training,Documentation request,High,2023-03-07,2023-03-08,29,DisasterRecovery Labs (Enterprise) reported: Documentation request. Severity: High. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 5/5.,5
TICKET-00516,CUST-0083,DisasterRecovery Labs,Enterprise,Technical,Integration issue,High,2026-04-23,2026-04-24,44,DisasterRecovery Labs (Enterprise) reported: Integration issue. Severity: High. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-00517,CUST-0083,DisasterRecovery Labs,Enterprise,Training,Documentation request,High,2025-01-25,2025-01-25,16,DisasterRecovery Labs (Enterprise) reported: Documentation request. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-00518,CUST-0084,BackupCloud Systems,SMB,Billing,Pricing clarification,Low,2026-01-30,2026-02-02,85,BackupCloud Systems (SMB) reported: Pricing clarification. Severity: Low.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
TICKET-00519,CUST-0084,BackupCloud Systems,SMB,Technical,Authentication failure,Medium,2025-10-28,2025-10-29,37,BackupCloud Systems (SMB) reported: Authentication failure. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00520,CUST-0084,BackupCloud Systems,SMB,Billing,Pricing clarification,Low,2025-10-05,2025-10-08,82,BackupCloud Systems (SMB) reported: Pricing clarification. Severity: Low.,Resolved by providing documentation. Customer satisfaction: 1/5.,1
TICKET-00521,CUST-0084,BackupCloud Systems,SMB,Technical,Data sync problem,Medium,2025-11-25,2025-11-28,77,BackupCloud Systems (SMB) reported: Data sync problem. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-00522,CUST-0084,BackupCloud Systems,SMB,Training,Setup help,Medium,2025-12-22,2025-12-25,72,BackupCloud Systems (SMB) reported: Setup help. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 4/5.,4
TICKET-00523,CUST-0085,AuditPro Inc,Commercial,Technical,Integration issue,Low,2024-07-06,2024-07-08,66,AuditPro Inc (Commercial) reported: Integration issue. Severity: Low.,Resolved by providing configuration change. Customer satisfaction: 5/5.,5
TICKET-00524,CUST-0085,AuditPro Inc,Commercial,Feature,UI/UX feedback,High,2026-01-29,2026-01-29,12,AuditPro Inc (Commercial) reported: UI/UX feedback. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
TICKET-00525,CUST-0085,AuditPro Inc,Commercial,Technical,API error,Critical,2023-07-18,2023-07-18,9,AuditPro Inc (Commercial) reported: API error. Severity: Critical. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 4/5.,4
TICKET-00526,CUST-0085,AuditPro Inc,Commercial,Training,Setup help,Critical,2025-09-22,2025-09-22,6,AuditPro Inc (Commercial) reported: Setup help. Severity: Critical. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00527,CUST-0085,AuditPro Inc,Commercial,Training,Best practices,High,2025-07-10,2025-07-10,13,AuditPro Inc (Commercial) reported: Best practices. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00528,CUST-0085,AuditPro Inc,Commercial,Feature,Missing functionality,Medium,2025-09-22,2025-09-25,73,AuditPro Inc (Commercial) reported: Missing functionality. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00529,CUST-0085,AuditPro Inc,Commercial,Training,Documentation request,Medium,2024-05-08,2024-05-09,37,AuditPro Inc (Commercial) reported: Documentation request. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-00530,CUST-0086,StreamPro LLC,SMB,Billing,Pricing clarification,Medium,2025-08-13,2025-08-15,58,StreamPro LLC (SMB) reported: Pricing clarification. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 5/5.,5
TICKET-00531,CUST-0087,MonitorPlus Solutions,SMB,Technical,Data sync problem,Medium,2025-11-08,2025-11-11,78,MonitorPlus Solutions (SMB) reported: Data sync problem. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 1/5.,1
TICKET-00532,CUST-0087,MonitorPlus Solutions,SMB,Feature,UI/UX feedback,High,2026-02-07,2026-02-07,13,MonitorPlus Solutions (SMB) reported: UI/UX feedback. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 1/5.,1
TICKET-00533,CUST-0087,MonitorPlus Solutions,SMB,Billing,Invoice question,High,2025-11-06,2025-11-06,13,MonitorPlus Solutions (SMB) reported: Invoice question. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-00534,CUST-0087,MonitorPlus Solutions,SMB,Feature,Workflow improvement,Low,2024-09-10,2024-09-16,155,MonitorPlus Solutions (SMB) reported: Workflow improvement. Severity: Low.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00535,CUST-0087,MonitorPlus Solutions,SMB,Feature,Missing functionality,Critical,2025-11-05,2025-11-05,11,MonitorPlus Solutions (SMB) reported: Missing functionality. Severity: Critical. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 1/5.,1
TICKET-00536,CUST-0087,MonitorPlus Solutions,SMB,Billing,Invoice question,Medium,2024-02-03,2024-02-03,23,MonitorPlus Solutions (SMB) reported: Invoice question. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00537,CUST-0087,MonitorPlus Solutions,SMB,Feature,Workflow improvement,Critical,2024-05-01,2024-05-01,7,MonitorPlus Solutions (SMB) reported: Workflow improvement. Severity: Critical. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-00538,CUST-0087,MonitorPlus Solutions,SMB,Feature,UI/UX feedback,Critical,2025-06-09,2025-06-09,10,MonitorPlus Solutions (SMB) reported: UI/UX feedback. Severity: Critical. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 1/5.,1
TICKET-00539,CUST-0087,MonitorPlus Solutions,SMB,Technical,Data sync problem,Low,2024-01-14,2024-01-20,159,MonitorPlus Solutions (SMB) reported: Data sync problem. Severity: Low.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-00540,CUST-0087,MonitorPlus Solutions,SMB,Training,Best practices,Critical,2025-12-22,2025-12-22,7,MonitorPlus Solutions (SMB) reported: Best practices. Severity: Critical. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 1/5.,1
TICKET-00541,CUST-0087,MonitorPlus Solutions,SMB,Training,Setup help,Medium,2024-06-02,2024-06-02,22,MonitorPlus Solutions (SMB) reported: Setup help. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 4/5.,4
TICKET-00542,CUST-0087,MonitorPlus Solutions,SMB,Feature,Missing functionality,Low,2024-03-01,2024-03-04,86,MonitorPlus Solutions (SMB) reported: Missing functionality. Severity: Low.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
TICKET-00543,CUST-0087,MonitorPlus Solutions,SMB,Technical,Integration issue,Low,2025-02-16,2025-02-19,74,MonitorPlus Solutions (SMB) reported: Integration issue. Severity: Low.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-00544,CUST-0087,MonitorPlus Solutions,SMB,Feature,Workflow improvement,Low,2024-04-27,2024-04-28,30,MonitorPlus Solutions (SMB) reported: Workflow improvement. Severity: Low.,Resolved by providing fix. Customer satisfaction: 4/5.,4
TICKET-00545,CUST-0087,MonitorPlus Solutions,SMB,Technical,Integration issue,Medium,2026-03-21,2026-03-24,95,MonitorPlus Solutions (SMB) reported: Integration issue. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 1/5.,1
TICKET-00546,CUST-0088,ComplianceHub Corp,Enterprise,Training,Documentation request,Medium,2025-09-29,2025-09-29,18,ComplianceHub Corp (Enterprise) reported: Documentation request. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 5/5.,5
